sentiment,full_text
1,مازلنا نحتاج توعيه قويه ونركز علي اسءله المترددين والاجابه عليها علميامازال هناك احجام رغم الاقبال من بعض الفءات لقاح كورونا التطعيم خذ الخطوه
1,اخذت الجرعه الثانيه من لقاح كورونا لقاح فايزر
1,لقاح كورونا لقاح فايزر ما حسيت الا ثاني يوم بالم موضع الابره وراح شخصيا ما اعتبرته من ضمن الاعراض الجانبيه
2,تكرما منكم افادتنا عن نوع اللقاح لكل مركز تطعيم لافاده الجميع وشكرا لقاح كورونا
0,لقاح كورونا لحد يجي
0,عجزت افكر اخذ اللقاح لقاح كورونا
1,٤اسابيع احاول اخذ موعد في تطبيق صحتي لاخذ لقاح كورونا معلق ومعاناه التواصل المتكرر مع٩٣٧ والتصريف المستمر بمعاودهالاتصالولا يتصلون ولا انحلت المشكله محمد بن سلمان وزاره الصحه السعوديه الرياض
1,هل يعقل ٤اسابيع احاول اخذ موعد في صحتي لاخذ لقاح كورونا ومعاناه التواصل المتكرر مع ٩٣٧ والتصريف المستمر بمعاوده الاتصال لحل المشكله محمد بن سلمان وزاره الصحه لقاح استرازينكا خذ الخطوه
0,وش الحل لتورم مكان التطعيم واحس يدي مشدوده لقاح كورونا لقاح استرازينكا
1,تم بحمد الله اخذ لقاح كورونا اكسفورد اسال الله ان يجعله بردا وسلاما و ينفع به ويزيل عنا هذا الوباء لقاح كورونا شكرا ولاه امرنا و وزاره الصحه علي توفير اللقاح بكل يسر وسهوله والشكر موصول ل علي توفيره للمظفين بكل يسر وسهوله السعوديه
2,اللي اخد تطعيم كورونا ممكن تقولولي ايش الاعراض اللي جاتكم بعد الجرعه الاولي من فايزر و هل الاعراض تكون اقوي بعد الجرعه الثانيه و لا اخف لقاح كورونا لقاح فايزر
2,مو مطلوب منا نسلب حق مشاركه البشريه لتجاربهم الخاصه مع لقاح كورونا لكن ياليت بدون اعطاء نصاءح عامه للناس وتخويفهم ليتكم تتابعون هذا الفيلم الوثاءقي عن مناعه القطيع بعدها اتخذوا قراركم المنفصل عن شواءب الاعلام الرقمي بالاضافه الي متابعه الاطباء ووساءل الاعلام الرسميه فقط
2,لقاح كوروناعبايتي بعد ماخلص كل الجرعتين
1,اللہم ادم علينا نعمه واحفظ بلادنا ومليكنا ت م اخذ لقاح كورونا شكرا ابطال الصحه تنظيم يفوق الخيال ورعايه واهتمام تعجز حروفي عن الكتابه
1,للحين نعم لا يوجد شك ولا اضرار خطيره حوالي دوله تستخدم لقاح الروسي سبوتنيك منهم دولتين من اتحاد الاوروبي اسلوفاكيا و المجر و لم يتكلموا علي اعراض خطيره استرازينكا فايزر لقاح كورونا
1,من الطف ما مر علي في هذه الفتره لما اشتدت علي الحمي وارتفعت حرارتي بعد اخذ اللقاح اقترب اخي ذو ٦ سنوات وضع يده الصغيره علي راسي وبدا بقراءه ما تيسر له من الايات والادعيه و اختتم مهمته قاءلا يا رب اشف استيته كم تمنيت توقف الوقت في تلك اللحظه لقاح كورونا فضفضه
1,لقاح كورونا اللهم اجعله حصن حصين لك ابو سلطان و لكل من اخذه شكرا لجميع المنظمين لمركز اللقاح تنظيم وسرعه
1,لقاح كورونا كورونا السعوديه الحمد لله تم اخذ الجرعه الاولي من لقاح كورونا اللهم اجعله بردا وسلاما واجعله تحصينا نافعا لي من هذا الوباء يارب شكرا وطني وشكرا لابطال الصحه
1,اللهم لك الحمد والشكر  لقاح كورونا
1,لقاح كورونا تم بحمد الله اخذ الجرعه الاولي من اللقاح الله ينفعني به وشكرا وزاره الصحه علي الجهود الجباره والتنظيم والاهتمام والله يعز حكومتنا الرشيده
1,الحمدلله اليوماخذت لقاح كورونا الجرعه الاولي ويطيب لي ان اشكرحكومتناوعلي راسها مولاي خادم الحرمين الشريفين علي توفير القاح وتس
1,لقاح كورونا لقاح كورونا في الصوره وبعد دخولي المنظم تم استدعاءنا في غرف داخليه مفتوحه للتهيءه للجرعه كل واحد تستوعب شخصي
1,الحمد لله تم اخذ الجرعه الثانيه من لقاح كورونااللهم اجعل فيه الشفاء والعافيه وازل عنا هذا الوباء يا رب العالمين
0,الي قعد يسوقون حق التطعيم اكثر من المطعمين نفسهم التطعيم لقاح كورونا
1,الحمدلله اليوماخذت لقاح كورونا الجرعه الاولي ويطيب لي ان اشكرحكومتناوعلي راسها مولاي خادم الحرمين الشريفين علي توفير القاح وتسهيل امور التسجيل واشكرجميع المسءولين بوزاره الصحه واخص بالشكر الاستاذ بدر ماضي المجول مدير القطاع الصحي بالعويقيله علي التنظيم وحسن الاستقبال والتوجيه
2,بصراحه كنت رافض فكره اني اخذ اللقاح بس بعد ما قابلت كم شخص اخذو اللقاح و بعد ما عرفت شويه معلومات مستقبليه افكر اخذ اللقاح و لكن باقي متردد اخذه او لا و لحد يسالني كيف هو كدا لقاح كورونا
1,لقاح كوروناشكرا من الاعماق لكل شباب وشابات هذا الوطن الذين يعملون في مراكز لقاح كرونا علي الجهود الكبيره التي يبذلونها من اجل راحه المواطنين والمقيمين
1,الحمد لله تلقيت اليوم الجرعه الثانيه من لقاح كورونا مع والدي اتقدم بالشكر لقيادتنا الرشيده لحرصها الداءم علي صحه الفرد والمجتمع واذكر جميع من اخذ الجرعه الاولي بضروره اخذ الجرعه الثانيه في موعدها حفظكم الله الصحه الاحساء وزاره الصحه
1,الله يدخل وطنا الجنه لقاح كورونا
1,من الفخر تخنقني العبره السعوديه العظمي السعوديه خط احمر السعوديه لقاح كورونا كورونا
1,اللهم اجعلها نافعه غير ضاره لقاح كورونا
1,انها السعوديه العظمي انطباع مقيم امريكي بعد اخذ لقاح كورونا وسرعه الاجراءات
1,لقاح كورونا ماشاءالله تبارك الله تنظيم عالي جدا من قبل مستشفي الحرس الوطني لاخذ لقاح كورونا كوفيد شهادتي مجروح فعلا و تقيمي لهم ١٣ الف
2,تطبيق صحتي لا يعمل ومعناهحجز اي شخص لقاح كورونا متوقف منذ ايام سوف تقل سرعه واعداد من يحصلون علي اللقاح هذا الاسبوع
1,لاتحتار وخذ القرار و خذ الخطوه الجواز الصحي بعد الثانيه لقاح كورونا
1,جرعه اولي من الامل بانحسار الوباء باذن الله لقاح كورونا
1,خذ الخطوه لقاح كورونا خذ الخطوه ارجوك
2,وصلتني رساله قبول طلب لقاح كورونا ٣١ ١٢ ٢٠٢٠ ومنذ ذلك الوقت ظهرت مشكله في تطبيق صحتي ولم استطع ا
2,هل يعقل ٤اسابيع احاول اخذ موعد في صحتي لاخذ لقاح كورونا و
1,الحمدلله رب العالمين لقاح كورونا
2,اللي تطعموا عطونا علومكم لقاح كورونا
1,استشاري الامراض المعديه د ماجد الشمراني راجعت اليوم جميع المقالات العلميه بحثا عن مايثبت بالدليل العلمي ارتباط لقاحات كوفيد وخاصه من استرا زانيكا بحدوث جلطات وريديه لايوجد مايدل علي وجود علاقه بين اللقاحات و حدوث الجلطات لقاح كورونا لقاح استرازينكا
1,الحمد لله علي نعمه لقاح كورونا
1,جانب من تكريم المبادرين باخذ لقاح كورونا
2,الجواز الصحي بعد الثانيههل تويدون ربط الجواز الصحي بالسفر ام لا ولماذا صباح الخير صباح السعاده لقاح كورونا
2,صباح السعادهكنت باخذ لقاح كورونا والممرضه رفضت بدون سبب مدري يحق لها ولا لا
1,المواقف من لقاح كورونا متباينه فيه ناس كثير يشجعون و انا منهموفيه ناس اقل يحذرون وقد اتفهمهمالمشكله فيه نوع ثالث عجيب غريبيطعم و يحذر
0,اتق شر الانثي اذا يقولك فيه واحد عنده زوجتينراح ياخذ لقاح كورونا زوجته الاولي اليوم اللي بعدهثم الزوجه الثانيه بعدها بيومالمهم الاولي تقول قدمني علي الاولييبغي يجرب في والثانيه تقول قدم الاوله عشانهيخاف عليها بلشه
1,شكرا وزاره الصحه يسهم لقاح كورونا بالعمل مع جهازك المناعي علي مكافحه الفيروس والقضاء عليه باذن الله خذ الخ
1,تحصنت بذي العزه والجبروت واعتصمت برب الملكوت وتوكلت علي الحي الذي لا يموت اللهم اصرف عنا الوباء بلطفك يا لطيف انك علي كل
1,د جابر القحطانييدافع لقاح كورونا من نوع استرازينيكا الشركات تاثر علي بعضهاواي لقاح تدخله وزاره الصحهوهيءه الغذاء والدواء السعوديه اخذه وانا مغمض لان اجراءتنا فيالترخيص عاليه ١٠٠ كورونا
2,الصحه لقاح كورونا خذ الخطوه الصحه الجواز الصحي بعد الثانيهانا عندي حساسيه من ادويه خافض الحراره والبندول اذا استخدمتها استفرغ اعزكم اللهومشاكل في التنفس عندي قصور في وظاءف الرءه اليسريهل استطيع اخذ اللقاحاجيبوني
1,الحمدلله واخذنا اول جرعه الله ينفع فيها لقاح كورونا
1,جرعتي الثانيه للقاح ضد فيروس كورونا الصين بكين لقاح كورونا
0,لقاح استرازينكا لقاح كورونا قسم بالله اني اخذته امس الساعه ٣ ٤٥ العصر الساعه ١١ ونص فليل والله العظيم ياجاني دوخه وحراره وصداع والم عظام قسم بالله اني شفت الموت من الالم وانا رجال رياضي بعد وهذا اليوم الثاني الصبح قايم حراره وصداع والم عظام فايزر يمكن ازين هذا اعراضه تموت
1,الحمدلله يا رب اكملت جرعتي الثانيه و المكمله للقاح كارونا لقاح كورونا
1,لا ادري لست بطبيب ولكني مع اخذ لقاح كورونا
1,لقاح كورونا الحمد لله اخذنا اللقاح اخذنا الجرعه الاولي والحمد لله علي نعمه دولتنا الحبيبه
1,ريم ايش الاعراض اللي جاتك من لقاح كورونا ولا شيء الحمدلله بس معد رقدت نومي انصلف
1,الله يديم هالنعمه علينا شكرا وزاره الصحه علي التنظيم الجبار ولا ٥ دقايق م خذيت لقاح كورونا
1,الحمدلله اخذت لقاح لقاح كورونا خذ اللقاح
1,الحمد لله اليوم اخذت الجرعه الاولي من لقاح كورونا اللهم اجعله بردا وسلاما واجعله تحصينا نافعا لي من هذا الوباء يارب لقاح كورونا
2,لا يجوز للانسان ان يعتقد ان المرض ينتقل بنفسه و انما ينتقل بامر الله العلامه الفوزان حفظه الله كورونا كوفيد لقاح كورونا
0,الاعراض بعد ساعه من اخذ لقاح كورونا
1,لقاح كورونا الله ينفع به
1,بفضل الله تم اخذ اللقاح استرازينيكا وزالت الاعراض الجانبيه الخفيفه شكرا وزاره الصحه لقاح كورونا
1,لقاح كورونا جاءز شرعا وواجب اذا لزم به ولي الامر كورونا صحيفه المدينه
2,مافيه مواعيد في الشرقيه لي يومين ادور لقاح كورونا
1,اخبار لقاح كورونا استرازينكا و اللي مهم نعرفه بخصوصه الله يعطينا من خيره ويكفينا الشر وين ماكان
1,المملكه العربيه السعوديه لا فرق بين مواطن ومقيم انها السعوديه العظمي لقاح كورونا خذ الخطوه خذ اللقاح
2,معقوووووووله مافيه مواعيد ل لقاح كوروناصار اسبوع علي هذا الحال
1,تطعموا ترا مايخرع نبي نتجمع بالقرقيعان وعيد الفطر لقاح كورونا صباح السعاده رمضان حظر
0,حاله وفاه لقاح كورونا ليكن خيارك التطعيم خذ الخطوه
1,جءت مع زوجتي لاخذ لقاح كورونا من احد المراكز في الاحساءكان التنظيم مدهشاكاننا سندخل حفلا من بوابه كبار الزوارالاستقبال
2,من حق المتطعم يختار نوعيه اللقاح وين المراكز المتوفر بها لقاح فايزر لاهنتم وجهه نظر لقاح كورونا
2,هل يعقل ٤اسابيع احاول اخذ موعد في صحتي لاخذ لقاح كورونا ومعاناه التواصل المتكرر مع ٩٣٧ والتصريف المستمر بمعاوده الاتصال لحل المشكله وصلني قبول الطلب ٣١ديسمبر وحتي الان لم اتمكن من التسجيل محمد بن سلمان وزاره الصحه لقاح استرازينكا خذ الخطوه وزير الصحه
1,الاشاعات التي تدور حول لقاح كورونا سوا استرازينكا او فايزر تذكرني باشاعات تطعيمات الاطفال انها تسبب توحد علما انك انت يامن تقراء رسالتي اخذت جميع التطعيمات فهل انت مصاب بتوحد فقط اتكل علي ربك وخذ لقاح كورونا ولا تنجرف خلف الشاءعات فانت اخذت كل هذه التعطيمات
0,اذا هذا التعب اعراض اللقاح بس كيف تعب كورونا اجل لقاح كورونا
2,عندي سوال الحين اللقاح يعطونه للناس اللي ما جاهم كورونا ابدا ولا حتي اللي جاهم كورونا ياخذون اللقاح ولو كنت مصاب بكورونا قبل فتره عادي اخذ اللقاح بعد الشفاء من الاصابه بشهر او اكثر لقاح كورونا
1,لقاح كورونا يارب لك الحمد ولك الشكر
1,اللهم اجعلها وقايه وحمايه وانفع بها لقاح كورونا اكسفورد استرازينيكا
1,الصحه وزاره الصحه الجواز الصحي بعد الثانيه خذ الخطوه لقاح كورونا كوفيد بعد اخذي للجرعه الاولي بالامس اتي بداخلي شعور الفخروالاعتزازبالخدمه المقدمه من قبل شباب وشابات وطني ومع هذي الجاءحهومع كل مناسبه يثبتون ويلجمون كل من قال ان السعوديون لايملكون الخبرهولا يعملون بجد
1,لو فايزر مو كويس ماكان اخذوه الملوك لاتطعم الا فايزر وخلاص وريح راسك لقاح كورونا
2,الافضل عدم اخبار الوالدين عن الامور المولمه او المزعجه او المشاكل ولو قدر الله ياصاحب السمو اخذت لقاح كورونا بدون علمها وبعد يومين اخبرتها لان الام تحزن لاوجاع ابناءها اكثر من اوجاع نفسها
1,حفاظا علي صحتي وللوقايه من العدوي انا سجلت للحصول علي لقاح كوروناانا اخدت لقاح كورونا
1,تم التلقيح لقاح كورونا
1,لقاح كورونا اللهم اجعله وقايه و رحمه من كل داء لساءر المومنين يارب العالمين تم بحمد الله اخذ الجرعه الاولي من ال
1,لقاح كورونا بعضهم كبير يصور وهو ياخذ القاح ويقول تراه خفيف مايعور عيب والله رجال هذا كبرك تخاف من ابره
1,الحمدلله اخذت لقاح كورونا الجرعه الاولي الله ينفع فيها
1,لقاح كورونا اخذت الجرعه الاولي واحس خمول والم في العضلات مافيني طاقه اسوي اي شي
0,بعض الاطباء متحمس للتطعيم بشكل مو طبيعي يحسسك المشكله تنتهي ان طعمت دول وقفت اللقاح والاخ يقول ماله اضرار جانبيهالش
1,احد يعرف وش المراكز الي توفر لقاح فايزر غير معارض الرياض والدرعيه لقاح كورونا معارض الرياض لقاح فايزر
2,هذا ردي اذا احد قالي طعم فايزر لا طعم اوكسفورد لقاح كورونا
1,يارب توصلين بسرعه لقاح كورونا
1,واخذت الجرعه الاولي الله ينفع به لقاح كورونا
0,اوووبا اهل الاختصاص ممكن تفيدونه بهالكلام صحيح ولاغير صحيح التطعيم وقايه التطعيم لقاح كورونا
1,الحمد لله علي العيش بهذي البلد يقول اشقاء مقيمون تلقوا لقاح كورونا في مراكز تقديمه بالمملكه عاشت بلادي شامخه
1,خذ الخطوه خذينا الخطوه وخذينا لقاح كورونا و الحمدلله
1,السواق عندي جاه تاكيد موعد بالمركز الصحي بقرطبه ولما راح للموقع حسب الموعد لقي المركز مقفل و غير موجود وش السالفه و ايش ذنبه الان يوم راح عليه الموعد وزاره الصحه لقاح كورونا
1,بحمد الله تم اخذ الجرعه الاولي من لقاح كورونا في الرياض الحبيبه الله يكتب فيه النفع والحمايه تنظيم اكثر من راءع من قبل وزراه الصحه وقمه الاحترافيه واللطف من جميع الكوادر الطبيه فخور جدا بمملكتنا الحبيبه السعوديه
0,مها الزبن تروج الي ان اللقاح يسبب الاغماء فهل هذا صحيح يا وزاره الصحه الصحه وزاره الصحه ساحه الاراده اللقاح لقاح كورونا
0,موتنا لقاح كورونا كورونا
1,الحمد لله اليوم اخذت الجرعه الاولي من لقاح كورونا اللهم اجعله بردا وسلاما واجعله تحصينا نافعا لي من هذا الوب
1,مساء اول يوم من بعد تلقي الجرعه الاولي من اللقاح لقاح كورونا خذ الخطوه
1,لقاح كورونا اللي جالسه يصير عندنا اتحدي اي دوله توصله تنظيم سرعه بشاشه استقبال حفاووووه شي يعجز التعبير عنه الله يديم حكومتنا ويخلي لنا سلمان بن عبدالعزيز وولي عهده محمد بن سلمان الفضل لله ثم لهم هي من تستحق لقب الدوله العظمي السعوديه العظمي
1,اللهم لك الحمد اخذت الجرعه الاولي من لقاح كورونا اسال الله تمام الصحه والعافيه شكرا وزاره الصحه علي الجهود الجباره والتنظيم الراءع والسرعه في التعامل الله يعز دولتنا
1,نقدر نقول قو كورونا الحين لقاح كورونا اوكسفورد
1,الله يجعله نافع غير ضار  لقاح كورونا
1,نقدر نقول قو كورونا الحين لقاح كورونا
1,الحمدلله اخذت الجرعه الاولي من لقاح كورونا
1,الحمدلله اخذت الان الجرعه الاولي من لقاح كورونا
1,مقيم بريطاني تلقيت لقاح كورونا خلال دقاءق فقط واقاربي في امريكا يعانون للحصول علي اللقاح
1,الله يعز المملكه لقاح كورونا
1,ناصر الدوسري اللقاح امن وادعو جميع اهالي وادي الدواسر الي التسجيل لتقي لقاح كورونا سناب وادي الدواسر
1,اليوم اخذت اول جرعه لقاح كورونا الله ينفع بها ويحمينا من كل شر
1,عندما تتعطل سيارته يتجه مباشره للميكانيكي وعندما يحدث عطل في الكهرباء يتصل بالكهرباءي وعندما يريد السفر دون تردد يذهب لشركه طيران لكن عندما اتي اللقاح يذهب للواتس اب لقاح كورونا
0,الم حراره صداع قوي اليوم الثاني بعد اللقاح ان شاء الله بكره بكون احسن وافضلاللهم انفع به واشفني ياحي ياقيوم لقاح كورونا
0,اذا سالت خويك متي بياخذ اللقاح لقاح كورونا
1,اول مرهه احس اني سكرت نقاش قبل مايبتدي كنت اسولف لخواتي انه وقت التطعيم مطعمني رجال لف علي ابوي في لحظه قال مطعمك رجال قلتله مثل ماطعمتك حرمه في هذي اللحظه انتهي النقاش شكرا لعدم الملاحظين لهذي السالفه البيض لقاح كورونا
1,الحمدلله اخذت اول جرعه من اللقاح الله يكتب لي وللجميع الصحه والعافيه لقاح كورونا
1,تم الحمدلله الله ينفع به يارب لقاح كورونا
1,المطعمين بلندن لقاح كورونا السفر
1,الحمدلله اني ابنه هذا الوطن العظيم الله يديم عزك يا وطني الغالي اليوم اخذت اول جرعه للقاح كورونا فايروس الله ينفع به ونقول اخذنا خطوه خذ الخطوه لقاح كورونا
1,بفضل الله تلقيت اليوم الجرعه الاولي من لقاح كورونا بكل يسر وسهوله الحمدلله فخور جدا بوطني
2,السلام عليكم عندي احد الاقارب كان مصاب بفايروز كورونا ويرغب باللقاح متي تقدر ياخده وكم جرعه ياخذ لقاح كورونا
0,السخونه بعد تناول لقاح كورونا موشر جيد وامس تقولون سوف يتم الاعلان رسميا في حال توفر اي مستجدات حول اللقاحات وسلامتها والله يخوفي يجي لكم يوم تقولون اخي العزيز وفاتك بعد اللقاح امر طبيعي ومتوقع
1,بفضل من الله تلقيت الجرعه الاولء من لقاح كورونا استرازينكا في دومه الجندل الشكر لله ثم لمولاي خادم الحرمين الشريفين وسمو
1,مشاركتي التطوعيه مع اعطاء لقاح كورونا تجربه راءعه تنظيم متقن شكرا لكل القاءمين علي هذا العمل ورحابه نفوسهم وكل الشكر لوطني الحبيب فخوره بهذا الانتماء وفخوره بنفسي الحمدلله
0,قال لي لماذا لا تاخذ اللقاح قلت له لا اعلم ماهي مكوناتها فكيف اغامر فيه قال لي كيف وقد اخذه الملايين من البشر قلت له هم يفكرون وانا افكر ولا ادري قد يفكرون في السفر وفي السينما لكنني افكر بصحتي فانتهي النقاش لقاح كورونا
1,قبل سنه بالضبط وفي اذان العشاءولاول مره نادي موذن مسجدناصلوا في رحالكمالحمد لله مرت سنه صعبه مع هذه الجاءحهاليوم علينا اخذ لقاح كورونا كي نعود للحياه الطبيعيه
1,الصراحه مركز المعارض مكان مرتب جدا وتعامل جدا كويس وكل شي كان سريع وسهل الا التطبيق والحجز لقاح كورونا
1,وخذينا اللقاح وتطعمنا والحمدلله لقاح كورونا خذ الخطوه خذ اللقاح
1,مارس الاربعاءالحمدلله شكرا لله اولا الحمدلله اخذت اول جرعه من لقاح كورونا اللهم اجعلها خير و وقايه يارب اللهم اجعلها تحصينا نافعا لي من هذا الوباء شكرا حكومتنا شكرا وزير الصحه شكرا جميع من يعمل في القطاع الصحي علي التنظيم والمجهود الجبار الله يعز بلدنا
2,اللي اخذ الجرعه الاولي من لقاح كورونا تعالوا شاركوني تجربتكم بعد الجرعه كيف كانت
1,اللهم لك اسلمنا وبك امنا وعليك توكلنا واليك انبنا وبك خاصمنا و للﮧ الפمد تلقي والدي الجرعه الاولي من لقا
1,ها ان شاء الله اخيرا قررت تاخذ اللقاح يا محور الكون لقاح كورونا لقاح استرازينكا
1,الحمدلله اخذت لقاح كورونا استرازينيكا الله يجعل فيه عافيه لنا ولكم تشكر مجهودات الصحه علي حسن التنظيم وتيسير الخدمه والحفاوه لقاح كورونا
1,الحمدلله الذي بنعمته تتم الصالحات اخذت اليوم الجرعه الثانيه من لقاح كورونا والشكر لله ثم لحكومتنا اعزها الله ول ابطال الصحه علي كل ما يبذلوه سرعه وتفاني من الجميع منقطع النظير هنيءا لكم وللوطن
1,اذا احد سالني متي تاخذ اللقاح وزاره الصحه باسل الصباح لقاح كورونا
0,اشتقت انام علي جنبي الايسر لقاح كورونا
1,الحمد لله علي نعمه و فضله طعمت اليوم لقاح كورونا في المنيره تنظيم مبهر و وجوه بشوشه وتنظيم اكثر من راءع
1,وخلصنا الجرعه الثانيه الحمدلله لقاح كورونا
1,اللهم لك الحمد والشكر اخذت اليوم جرعه الامل والتفاول من لقاح كورونا وسنظل نعتز ونفتخر بمنظومتنا الصحيه وكل ماتقدمه حكو
1,الحمدلله اخذت اول جرعه من لقاح كورونا الله ينفع بها وشكرا لوطنا وللوزاره والطاقم الطبي علي جهودكم
1,الحمدلله اخذت الجرعه الاولي من لقاح كورونا اليوم الاربعاء  اسال الله ان يجعله وقايه وعافيه والشكر الجزيل لقيادتنا الرشيده التي وضعت صحه المواطنين من ضمن اولوياتها والشكر موصول لطاقم العمل في القريات مركز صحي حي المزارع علي جميل الاستقبال وحسن التنظيم
1,اللهم لك الحمد والشكر الله ينفع فيها ويجعلها خير للجميع انت مامثلك بهالدنيا بلد انا تطعمت لقاح كورونا
1,تم اليوم اخذ اللقاح وبحمدلله شكرا لجهود وطني علي التنظيم وجهودهم في التخلص من هذا الوباء بشتي الطرق اللهم انفع به
1,الشكر الجزيل للجهود المبذوله من وزاراتنا الموقره بتاريخ اليوم والدتي ذهبت حتي تاخذ الجرعه الثانيه حسب الجدول ا
1,تم اليوم اخذ اللقاح وبحمدلله شكرا لجهود وطني علي التنظيم وجهودهم في التخلص من هذا الوباء بشتي الطرق اللهم انفع به لقاح كورونا
1,لقاح كورونا وزاره الصحه اللهم لك الحمد حتي ترضي ولك الحمد اذا رضيت ولك الحمد بعد الرضا شكرا هالوطن العظيم الله يديمها من نعمه ويحفظ بلادنا و ولاه امورنا يارب تنظيم راءع واهتمام شكرا لجهودكم
1,انا كنت ضد لقاح كورونا لين قالت الكليه اخذوه ونعطيكم درجات صحتي درجاتي لقاح كوفيد لقاح كورونا
2,ياليت الدكاتره يوصلون هالمعلومه ان لقاح كورونا لمرض كورونا فقط فقطولا هو لقاح يمنع الامراض الثانيه او يمنع الموت من جميع الامراض لان كميه التخبط بالمعلومات مو عاديه كلللش اي شخص انتكست حالته لسبب مرض ثاني قطوها السبب لقاح كورونا لقاح كورونا
1,الحمدلله امس اخذت اللقاح لقاح كورونا
0,اهلي كلهم اخذو لقاح كورونا وانا لسي بفكر لقاح كورونا الاخبار الساره
2,يا جماعه سوال تاني مهم علي موضوع لقاح كورونا كم استمرت معاكم الاعراض بالزات التعب و الكسل تطعيم كورونا لقاح فايزر
1,اكسفورد لقاح كورونا الحمدلله رب العالمين اليوم اخذت الجرعه الاولي من لقاح اكسفورد شكرا لحكومتنا الرشيده وشكرا ل وزاره الصحه والعاملين علي ذلك
1,بالرغم من الاحترازات التي قد نقوم بها الا ان القدر حاصليتراخي الانسان مع الوقت ويمل في تطبيقها والله المستعاناصيب كل من ابني وزوجتي والخادمه بفيروس كورونا وننتظر نتاءج فحوصات بقيه الاسره كلنا بصحه جيده ولله الحمد والمنه الاعراض خفيفهاحترسوا بارك الله فيكم وخذوا لقاح كورونا
1,بحمدالله تلقيت اليوم الجرعه الاولي من لقاح كورونا اسال الله العلي القدير ان ينفع بها العباد وان يقينا شر الوباء ويحفظنا وجميع المسلمين يارب العالمين الف شكر ل علي التنظيم الجميل كنتم قاده المرحله وما زلتم تبدعون وانتو قدها باذن الله
1,كنت مع والدتي لتلقي لقاح كورونا في مركز الرياض للمعارض وشهاده حق وجدت تنظيم وتنسيق في غايه الروعه والاتقان وحسن تعامل العاملين في الميدان وخدمتهم الفوريه بدء من المواقف حتي العوده اليه والخروج منهافلكم جنود الصحه كل الشكر والعرفان والتقدير وادام الله نعمته علي وطننا الغالي
2,السلام عليكم من فضلك المواطن الذي حصل علي الجرعه الاولي و الجرعه الثانيه من لقاح كورونا ومضي عليها وق
1,داءما اردد اني لا اسكن الاوطان انما الاوطان تسكنني شكرا لوطني الحبيب الذي لا احب سواه شكرا للحرس الوطني علي جهودهم لقاح كورونا شكرا علي الامل الذي كان يبثه في كل قلب
1,استشعار النعم هي نعمه بحد ذاتها اللهم لك الحمد حمدا يوافي نعمكالحمدلله اليوم اخذت الجرعه الثانيه من لقاح كورونا اسال الله ان ينفع بها ويعز هذه البلاد المعطاءه
1,شعور الفخر من دخلت المكان لقاح كورونا
1,رحله اخذ لقاح كورونا تتم بيسر وسهوله
2,بعد لجوء البعض لتناول مسكنات الالم قبل تلقي لقاح كورونا الخبراء يحذرون من اخذ المسكنات قبل اللقاح لانه من غير الواضح كيف يمكن ان تتداخل مع فعاليته ولا تنصح مراكز السيطره علي الامراض والوقايه منها باخذ الادويه التي لا تحتاج الي وصفه طبيه قبل التطعيم
1,شكرا مدير عام تعليم الشرقيه الدكتور سامي العتيبي علي هذه المبادره الجميلهلتعود الحياه الي طبيعتها خذ الخطوه خذ اللقاح لقاح كورونا خذ الخطوه عش بصحه تعليم الخبر
1,انا اخذت لقاح كورونا للحفاظ علي سلامتي وسلامه عاءلتي والمساهمه في ايقاف انتشار الوباء وادعوكم للحصول عليه ايضا احجز موعدك
1,اعطيني في شراييني لقاح كورونا كاريكاتير
1,تم الحمد اخذت الجرعه الاولي لقاح كورونا الله ينفع به الله يعز حكومتنا ولا يعز عليها والله يديم علينا نعمه الامن والامان السعوديه العظمي لقاح كورونا
1,الحمدلله داءما وابدا الله ينفع به يارب الله يعز حكومتنا ويعطي ابطال الصحه القوه والعافيه  لقاح كورونا فايزر
2,اللي اخذوا لقاح كورونا وش اخذتوا فايزر ولا اكسفورد لقاح كورونا كورونا السعوديه
1,لقاح لقاح كورونا اخذ قاءد المدرسه الاستاذ عبد الله ال حسين الجرعه الاولي للقاح كورونا واشاد بالخدمه الطبيه المتميزه التي قدمها المركز الصحي ودعي جميع المعلمين والطلاب و اولياء الامور الي سرعه حجز موعد في تطبيق صحتي واخذ اللقاح وعد هذا العمل مطلب صحي وطني
2,اللي تطعموا متي بدت الاعراض بعد اخذ اللقاح لقاح كورونا
1,لقاح كورونا نحمد الله اننا في وطن سخر كل امكانياته وجهوده لخدمه الانسان جنود بواسل تحمي الحدود قوافل الاغاثه التي مدت
1,لحظه تطعيمي باللقاح كورونا لقاح كورونا الجبيل الجبيل الصناعيه مستشفي السعوديه وزاره الصحه
2,والله العظيم اني انقد علي الشنب اذا هو يخاف من الابره و يمثل العكس شنبك ذا مهب علي رجال يومنك تسوي فيها يالهطف قلهم ان عندك فوبيا من الابره ولا تتحلم علينا اخر الليول و تفزع من نومك و ممكن تعملها علي نفسك و توصخ فراشك لقاح كورونا لقاح استرازينكا لقاح فايزر
1,بفضل الله تلقيت الجرعه الاولي من لقاح كورونا هذا اليوم
2,لقاح كورونانصيحه للازواج لاتاخذون من لقاح نوع واحد عشان ماتصيرون اخوان معلومه حبيت اوصلها لكم مع الظهر
